Sujeto,Tarea,Mu_C3_T0,Beta_C3_T0,Mu_Cz_T0,Beta_Cz_T0,Mu_C4_T0,Beta_C4_T0,Mu_C3_T1,Beta_C3_T1,Mu_Cz_T1,Beta_Cz_T1,Mu_C4_T1,Beta_C4_T1,Mu_C3_T2,Beta_C3_T2,Mu_Cz_T2,Beta_Cz_T2,Mu_C4_T2,Beta_C4_T2
S016,Imaginacion Motora,8.778961052131642,17.04885582526197,11.638784056527996,15.373363940286133,18.970077582516506,25.091599079657694,8.27543123725462,14.253869480425744,8.14240550167477,13.736578291107604,8.511399037889076,16.786554510245498,6.944488883039897,13.779055166354809,9.624993461881273,14.01795496795417,9.399197903469348,21.807712152565365
S017,Movimiento Real,33.525724298871665,176.1138843859169,19.35898319186195,39.57639097089423,23.606117327224915,62.68650528756565,22.535173931297564,152.76089484039142,23.949814732614094,43.53446264603286,17.965960099105004,74.55476469101407,28.451623858573424,135.58551054556995,15.187645701075946,31.795282006100752,18.1711581756523,69.53080415882572
S017,Imaginacion Motora,32.20874263256331,220.64648777232728,24.827209995581597,50.04071695614345,23.713954943758694,80.6073192942211,29.002316958747677,268.8309845602572,16.352387883960766,48.186844799281474,23.88521101669919,72.21010466527474,21.447350494096415,187.30858522460215,15.458553588046236,39.76267232505286,18.0475052518922,57.09642589918428
S018,Movimiento Real,1.1509364051334063,2.3422733799533106,1.385915747681196,2.192844572440892,1.3887188417559682,2.531671025791242,1.0766214225036381,1.9703977805460569,1.6355885109731148,2.3601203197194454,1.3735295248561943,2.6074073332929695,1.0341300075122086,2.643310511421208,1.5645817658652326,3.360721260836649,1.7581315010162408,3.352765771157529
S018,Imaginacion Motora,0.7940217438367804,2.526265734537096,0.9393758928672908,1.8323894773699307,0.7528532205829481,2.12333248169066,0.7614894795857281,2.00424561275977,1.225621391758593,1.9543377502910948,0.869648400717695,2.1559254684986806,0.8015349255133725,2.2139028681054334,1.0471512112074632,1.8221793531046617,0.7624570857364258,1.9237021070031186
S019,Movimiento Real,17.10106150306603,49.19084551053348,15.035128018082085,46.97028813283081,17.406546519408227,65.07305006266867,20.173712141588595,65.51163363364756,14.128451406406997,39.1801268592994,18.19101951076994,40.56221944698118,25.43138573205617,49.56560985356541,14.490325386943304,34.99623480652159,31.171771602535358,59.61147068914566
S019,Imaginacion Motora,20.49410345981101,54.710706821920205,17.886176168416185,43.47075538713019,22.600962141620812,64.17362432979566,38.968879346114356,70.93786544479705,21.17499828400214,52.79948712067138,27.677852634527977,66.31440614237064,24.194892201827297,46.82111051543908,17.94345807338278,52.072197901756034,19.71019515903766,51.08515410776366
S020,Movimiento Real,1.583610045613676,2.3294152729837236,2.2915753758926165,2.417616470429189,1.0663613343834588,1.8848015298821248,1.813963589534471,1.9311617015582145,2.4911848083750794,2.239007501064041,1.7604272705406445,2.2906895121567183,1.6865862558346247,3.134478039962134,1.8650600299994864,3.375001164277873,1.2264523191837453,2.3509876372621172
S020,Imaginacion Motora,1.83781685978293,2.2576491237264444,1.9691370886244288,2.7971954958166805,1.359230584556424,1.8131446595248286,2.2342442531513353,3.091751611407718,2.3197935713257056,3.4748203052243283,2.1432286895571084,2.8748954683224754,2.0211755125016246,2.573442607745417,2.810721803381793,2.8856448845092104,1.3546053338737771,1.9511541538543289
S021,Movimiento Real,3.632104129402334,10.468969737885786,3.26988782145217,8.81113606541759,4.319289644938353,10.90238368742918,5.0129036149858575,8.799548223079295,5.252837679034371,7.718258002927864,4.355168257594966,10.113785658170984,3.791023665874006,6.774722459112214,3.1837863072175927,7.588637014727776,5.495088069006786,11.125165963504873
S021,Imaginacion Motora,5.460590895523322,12.807600563537099,4.58944953348583,10.45844187269688,8.2180070777925,13.590643080953885,6.553358701377837,10.808083080971233,4.276343635355859,9.475211292034194,4.972099814366174,9.470264882941166,4.470303937742824,11.09978992615433,5.758070257428616,9.88145052274818,9.283917803051963,18.84860939851297
S022,Movimiento Real,33.5721861531643,52.3276526825435,71.05488789060077,45.880010086865575,49.32526717592395,52.99892305358094,33.40917898704313,69.51957605335181,54.7587836479371,47.510193629373966,47.12873905110061,72.30824859609376,35.60389467427955,67.33460036636899,52.769600161571034,61.611397061968994,37.8859559199881,86.5744025058765
S022,Imaginacion Motora,27.076130050474234,53.08469332617415,45.276435714071845,47.34986521370675,43.519570201916565,58.46528346909163,21.011351011854234,55.809831937688166,31.360249928161718,50.17636532833023,43.662601013584194,74.14331460113466,27.07545512058649,57.32575738322954,43.82334802470637,61.3781240550542,40.240630725430776,67.61455554769533
S023,Movimiento Real,60.96732527427117,104.55660422689567,60.50648854093567,92.26545311907532,58.30915234660222,88.14448718942359,31.7156302032218,81.28301022290286,42.868292445501936,67.25349339144702,53.09837006297477,73.33751220659101,38.89702531004078,90.49647735372864,32.98040246896417,74.49674548206522,89.56750331674777,106.46889053635377
S023,Imaginacion Motora,53.95913612931528,89.508762353445,68.80950726432523,80.06384452614829,57.22129290627144,93.4056182279053,32.88074467676339,67.83521691400885,29.229196338609846,61.03582975430575,24.160863734575397,70.21453809265313,29.77821563170051,87.02596621977132,62.88495888749814,71.51547254126137,45.66885706542496,95.05406807583027
S024,Movimiento Real,8.781533549368824,75.07884695654536,17.254520820616037,77.74440015052761,13.097152095702905,104.69853677783688,9.160832330169661,61.18354372312853,12.75112558308148,56.81422181052526,8.824889961128385,90.69976879675004,6.09157023292668,62.613028079388286,9.005707986419374,68.38808577999934,10.50735103937238,91.5232763807829
S024,Imaginacion Motora,13.320570669990447,152.37680048287447,15.328473541212595,104.59756456119115,15.354424083037637,136.58355155588183,12.249520726777542,129.7731550677709,17.341499189613707,94.61380818981134,18.051953303706195,112.29163202902753,11.337060239221511,142.30751464987776,19.774876312504617,86.84909506494901,17.8566829894535,117.54841477440338
S025,Movimiento Real,2.286322810072184,9.500975222275752,2.847168683866596,7.565932140380516,3.322968095047781,12.388104085809545,2.871446265242667,9.30006100474998,3.679641138431416,6.224874914631353,2.80682118607083,7.90181942376621,4.506425057724277,9.818648174123,7.635779710438065,7.921457691722243,13.679840527251688,12.423195031953245
S025,Imaginacion Motora,4.979774943666962,11.014121857712967,4.550195186481249,8.351973653067999,7.530843714242519,15.50172926167774,4.912099983621098,7.577774144629218,3.2670003813338475,5.060910363724675,3.1741127932906084,7.530624854769031,2.9344833834169233,8.358985158734262,3.4223069517399187,6.629555185257553,4.211452355333412,11.984093806571144
S026,Movimiento Real,1.6616347856293066,4.296990469226636,2.1417418102830315,3.7476277643387474,1.443389879422935,3.2145035841778133,1.593357282100269,5.187117711307768,1.5925763898518361,4.545245638941548,1.314328497372224,3.7337467865164227,1.4688755394694009,4.395045178819374,1.721633159105564,4.869038331148109,1.2066767462900552,3.712393383938554
S026,Imaginacion Motora,1.129578153323516,6.422433443755045,1.5682054664434306,6.522764282996772,2.9298661280876583,26.351264977107554,1.2330818240888566,6.275137832198001,1.8268111221637304,5.701501742501755,2.3122774853431634,23.115405805621645,1.2671217318763854,5.003828408615308,1.5138298552050913,5.9999604993900855,3.433674159993119,22.660452947136967
S027,Movimiento Real,31.458319425546012,61.55325782646362,29.847723423254433,43.13966019246652,42.46685883002982,154.188469093688,50.394749241218115,43.80711830560381,62.25259422829185,57.12446644782712,60.754746413330054,65.63709476802269,90.44366137920447,48.58206182713807,39.28304638084694,31.67347444548007,92.65789863222169,63.189783338472644
S027,Imaginacion Motora,75.59866159133325,62.238326173762765,51.398400847802115,37.81121440982343,70.65315609300258,72.12154893759973,45.44868927428934,41.27639562411861,44.67031999541475,40.285855957453855,50.546732995438106,62.10445338322489,48.11874914338336,39.60611040195806,38.411048475154516,32.32505703779351,77.57200212629817,65.68840497408189
S028,Movimiento Real,78.07116967588976,43.15043790332865,89.34375614316497,55.39274152825946,53.7737274797409,25.66717994917971,59.62130603946177,45.64766094641744,92.17546220470076,80.98332472215868,64.44980035637741,39.65636831365646,82.66127844465065,61.81181238956611,75.69778153038695,75.10540496846642,82.48030664491765,43.95752073971725
S028,Imaginacion Motora,129.19857400778338,100.52531270846032,95.02973539185318,95.50903933411638,99.6776566370029,73.42161560702247,113.34440938751145,98.95792332776479,98.64913745334027,70.09457618423683,75.75586451241881,48.08509504076381,73.68109222011212,63.043666339112924,94.76358064327448,55.549737432976364,105.0722616216475,45.74434650585896
S029,Movimiento Real,3.6752188457967234,4.25047661888963,4.948884189627498,3.920614176623231,4.251522600516001,4.231725390830851,13.2569693102252,9.391644247842743,14.522693112603566,5.191561794386822,26.117779561362788,9.398973837681112,9.554418393147124,8.402874504750885,7.048053026258013,4.8908545060600215,13.116178277183877,10.38357311992324
S029,Imaginacion Motora,16.115186094656163,7.8202834195392565,18.635588749159627,5.355723055513869,17.065346924835556,11.039694139623746,15.734567838810623,10.212777843403066,12.64088618431744,5.796913811547871,19.180591529337683,12.857662325178143,6.361319825603584,6.655316069280087,7.601086737710908,4.657086704069795,17.781928976912823,11.658711466593193
S030,Movimiento Real,2.171111670092638,2.385870073152269,2.5843889001237548,2.341472610789726,2.5751693182621858,2.2001697383256107,1.3521267917365292,3.994174036353756,1.6780170010551196,2.008189142516516,1.710743121422918,2.4229770976374945,2.0067201806790136,4.296267533371713,2.9500971524946453,2.425723517712946,2.642933179142808,2.6273875924295
S030,Imaginacion Motora,2.4493406671109854,2.787222869746748,3.5290443111334597,1.6986911920258905,2.5885080836472483,1.974818655393711,2.6948114296460663,3.0166569784277293,3.020323741494573,1.7649310907541023,3.1436679215738663,2.1493799155301843,3.7521433710064485,3.760818535706629,2.484520558569005,2.004519310895117,1.9456543256481427,2.532752310873844
S031,Movimiento Real,22.10924158521027,36.03681656023828,49.35990129008095,25.628024874646467,35.20053522349948,21.746443631820725,57.39335541862576,38.138547703204004,61.42327423582256,26.69801997488934,39.902864369988436,23.62058335898208,39.57606427333992,26.410999316361195,35.43635292489201,23.43266616037242,40.54820115922441,24.600405327163774
S031,Imaginacion Motora,32.20140243717118,25.873895111538047,65.04081229901274,27.239023072119274,44.11967274866851,20.16939843764261,40.75400647581654,23.571201394796788,42.879225321245045,26.549820647506365,28.474062884218846,22.71536552455704,23.90925021860301,25.559406952402288,31.587144334621783,24.50615360659115,41.15619919189668,17.230342686481116
S032,Movimiento Real,19.609071215097103,67.57632526937682,44.83923917888517,93.51316066887439,23.61360488512371,67.7074138457087,24.293800772185264,72.33362603735455,43.813086944566344,112.00804457290492,29.972346307504164,86.1508267831985,19.676571210434567,64.85738342177861,55.212818092059834,142.18489490588516,22.306119255088245,88.90244343110254
S032,Imaginacion Motora,21.569423961219925,87.03014417497862,57.26473412475392,136.51098054040816,31.37345495188383,140.41050625270424,24.070430983913226,86.54952131826892,51.0258031075267,101.32593901487836,33.54780855675166,119.83735472261748,29.709101781546515,77.27866803348866,81.06539033803924,125.88153238679902,35.20456796234596,146.8113363249423
S033,Movimiento Real,5.692054687381946,14.606768917661418,5.985585016389144,10.723875843973733,5.299230831299037,9.86432085774294,11.191785967858754,22.41198776494608,5.469238364691367,8.149404395842643,7.666026748290599,17.306520496029293,8.17873475577478,21.410344437808252,8.530460428520607,14.387584231962006,15.987781276100735,21.593352161267894
S033,Imaginacion Motora,33.025839198533696,32.97662415882427,10.091483150759842,14.098422729812127,24.435070889957885,36.97338657579447,62.94740502802048,34.74523030924985,5.895740698872972,13.523206832247473,28.02993723927649,28.348156769535166,12.405909170887286,25.68303774656955,8.079648509194078,11.272692822381924,59.00152203946823,28.43722109439093
S034,Movimiento Real,4.911367705532767,3.815931494759271,3.8064587534488865,2.8837131693776623,3.9872555322266185,3.2800902558992613,16.288338425541262,5.4070833537727,6.3642342939167875,3.5635323981429585,10.839524904730387,3.452602098509258,7.300125046991265,4.227364041246683,15.561446498011914,3.661160785467538,13.687602243036919,3.9115793379380217
S034,Imaginacion Motora,22.246695872654417,5.3942395803927585,14.353402738889491,3.015035152550471,15.536246433023882,4.604528701202441,34.430689332152085,5.881982909006797,17.418854972534504,3.009418065121036,20.821194987858213,4.96215645311497,13.81011251499096,5.272600453493887,27.121134852206865,4.327633913626757,44.40729303145976,6.549296624988793
S035,Movimiento Real,9.943010943724891,8.563797278712062,9.840082696780817,7.661001244031527,13.72163311935553,9.323280717926076,14.287268003939403,12.043582664262177,14.512568181855523,10.71984118662082,30.87603760857935,13.198265419972095,17.27024496848966,19.579022342234374,12.510630785897332,12.750590171170197,28.43438757248418,16.819866285786738
S035,Imaginacion Motora,21.340720807537682,14.83970723516163,14.800270059124047,10.932212893605191,25.15776738947142,13.291936442292986,26.180290240908132,19.69584699183617,16.91092101121363,9.593753170306218,17.904037118359124,12.155873526186877,17.96104260467216,12.415617409258623,13.785974064379854,11.852174654048046,23.98046988117312,12.439279027596376
S036,Movimiento Real,45.56365268043659,132.19809489023245,45.766872784396725,81.04395333979318,25.9266034807079,110.70804475881572,31.525133415180104,119.27145679025192,47.149530506319735,72.21267569628256,33.98289537446291,84.58787586172284,31.201676939996414,95.14531076025669,45.75374484768418,63.85801787830234,34.702741463147014,105.08543377950579
S036,Imaginacion Motora,32.207319207550704,99.99464712571955,51.85276623531085,73.8149174412037,34.8158308396912,93.25273400416008,52.196233378566966,90.83827394909738,60.27860804017399,71.78425842609415,41.482098360764674,90.30316487204371,32.4460795459736,75.50184461654176,43.13037352835209,55.49034477367431,32.94883691337495,71.88076674395052
S037,Movimiento Real,1.1451284937564634,4.414142423964279,0.6138341181996883,1.9115687521692013,0.603796536822444,1.829907670942605,1.4573031245104326,5.118875044971628,0.8981193830347176,2.2260011650312794,0.851608512389347,2.118745752522864,1.0192581033114079,3.3732281733520537,0.6689714129049491,2.6609860937809784,0.6225795280115618,2.6298999586044665
S037,Imaginacion Motora,1.4940315264815305,9.472645294616335,0.6950506185474824,3.289271726548136,0.6715595880091451,3.1765990144869938,1.4594335633033277,7.665893081845855,0.7782936004053638,3.820082482104645,0.7330711680915152,3.8280870501564808,1.4077587565579595,7.295529123744767,0.6927663527067973,3.2120119186123643,0.6529634172544667,3.14038029362196
S038,Movimiento Real,34.63011608154351,51.90545913239155,29.256123983480972,34.384428685146695,29.48301202524483,34.78190971472105,46.61683021590771,74.36720293733661,40.041251812738594,45.802116435255755,34.48119942647278,41.944085170472206,27.96782254054675,53.50188441412876,29.110111261862542,36.092961357569976,28.18603299812714,57.01265403809961
S038,Imaginacion Motora,30.377050338730548,49.048654878544674,32.621106366744854,37.98098725255732,29.844235815340202,38.49999556227794,32.582945619564086,53.014766951411055,36.33363959730791,41.822213042503016,21.001422916310624,37.75058477107212,39.4995672729141,58.82777181538738,40.72964050303901,36.18620130780849,29.833159253369967,36.83394391283387
S039,Movimiento Real,62.473696016331736,103.50228596848466,113.5978814945649,100.78022540416396,89.05498139021616,128.11504756673972,76.29668420052482,99.67114271575831,202.55353348663482,115.1384603205406,107.31760029160793,102.16237870225346,72.12684087553127,71.21111466786822,146.20264694362456,83.9980731452246,111.6749378774669,99.85982576938362
S039,Imaginacion Motora,104.7472503057074,124.28843526151249,154.84167664497988,148.42398811539033,177.49354619268172,141.13029159742084,136.4679386112678,115.45274711979603,177.1155334816809,110.5787669215122,139.8771339414513,128.40855325807368,98.31240812756826,89.29780037782888,169.44354241737327,103.83776556662552,139.37419544568883,107.91894467220062
S040,Movimiento Real,9.974312816771091,21.944475074701934,17.999104954304425,23.48711895310784,22.68045485150187,35.02495935066339,16.9747551094744,23.306481925809162,17.863371402375872,26.08903827713365,30.811835358041463,39.74790061296109,16.654483896463518,23.409998457420006,17.3771270129685,25.122165636387003,27.63760075764266,33.922794130270795
S040,Imaginacion Motora,15.345547949520869,26.873462576598502,14.957032847970117,27.021790493132436,18.297672601025727,33.802946744175706,15.583456768664618,19.389252392012256,14.546870891979436,28.901652898601032,26.288986495623032,34.81609824271665,18.855650969573002,27.844359147134497,18.520100523008903,25.560604770720072,25.785630772804137,33.472491979223385
S041,Movimiento Real,1.6630045214753664,2.883389970600458,1.8518385179211474,2.4755275269568946,2.063125241039218,2.6060743215815094,2.0264685909618088,3.553653824626232,2.876352704216169,3.025448752316571,2.2246626364015443,2.3921204164871934,1.5354085330235432,3.032642781082072,1.7250764941220305,2.5622993020781175,1.9227067259604593,3.1135608364709957
S041,Imaginacion Motora,1.5494762034338234,5.498311058004654,1.6184146986325696,3.9733164640120937,1.8306278411543895,3.391731917670341,1.4600847542441227,2.5965352327126796,1.76599755754528,2.5517665836514283,2.0587496460151766,2.7431998329221363,2.462788304322005,3.148290581919141,2.0557838925086447,2.983898834356914,2.0398417463451475,2.543312805623649
S042,Movimiento Real,4.124714652143833,6.77549427627888,6.252952739441694,7.127623700644683,5.251006241467379,9.264320611212584,6.087280240666877,11.908754219251579,8.035387917447038,8.388317241194734,7.802365952416619,14.003622423035933,5.16679931466066,9.42046929267687,7.68563448453451,11.628090270151034,12.785006410766467,19.989002158979066
S042,Imaginacion Motora,10.647886614785635,14.793085586411344,15.340673864941945,18.50248119291325,11.298130873745611,21.27633348458694,12.58949791027709,13.546800328633203,11.03618827280575,14.635068315372706,7.486128227278187,18.24840288197642,7.9101337590760705,13.45684974225168,13.089020917771458,18.64535337730027,13.199547239915162,29.807965200304746
S043,Movimiento Real,44.852094974636145,61.52318160388865,44.1588470665369,62.63086509144464,23.80606869246315,36.22689352101061,42.2491692703738,62.43453969801224,59.19312118293001,90.05994525007131,27.730045237652707,44.1514730420576,44.73120726806583,58.10871106139239,36.907824265288625,78.62367336600445,29.359920475929094,51.28894518347713
S043,Imaginacion Motora,31.49750057931668,58.58540413094528,27.5712017100993,96.57465366496398,18.21196706460336,47.59684832302073,48.14305228194624,67.69268563704671,52.77842347751249,77.93805057107642,29.219715266403682,47.92666021608514,38.76093179856327,56.846182794247476,47.70523025080632,56.969287350961814,26.018639414196084,40.16789992950123
