psd_mu_C3,psd_beta_C3,hjorth_act_C3,hjorth_comp_C3,sampen_C3,psd_mu_Cz,psd_beta_Cz,hjorth_act_Cz,hjorth_comp_Cz,sampen_Cz,psd_mu_C4,psd_beta_C4,hjorth_act_C4,hjorth_comp_C4,sampen_C4,LI_mu,LI_beta,sampen_diff,plv_c3_c4_mu,sujeto,run,tarea
2.937923941784297e-12,2.3147828909713337e-12,6.2469660363793e-11,1.1784668522790926,1.0175858130844404,4.3381649342423e-12,2.5782434708285457e-12,7.571844074415016e-11,1.1965874844566742,1.0835228391257161,3.2130798986723656e-12,2.4351463712433816e-12,6.199388554680116e-11,1.196267705618047,1.164745706475497,-0.04473350432303428,-0.02534005742559771,-0.1471598933910565,0.18521540467586076,sub-001,R04,0
9.636465932185811e-12,3.0185705534765178e-12,9.341949875639583e-11,1.2074434075819795,1.0344003027815003,3.3979944191917165e-12,2.3154256954447013e-12,5.381191437197336e-11,1.190955837763176,1.0761394328160512,4.910030255091059e-12,3.112194472797038e-12,7.673653568098591e-11,1.1733342606535733,0.9417479029692551,0.3249191844032339,-0.015271164189019214,0.09265239981224516,0.11049967956193876,sub-001,R04,0
1.5918212443114648e-11,3.305197092432066e-12,1.3127219498363328e-10,1.2231228152067601,0.9368790636372436,5.704126288062343e-12,3.001114230060849e-12,8.357050604491947e-11,1.1987577441254549,1.0378254692208793,6.1022554175774774e-12,2.4625871660788065e-12,8.427390896084726e-11,1.2080061624662835,0.9454936006765072,0.4457651439395277,0.14608901591801296,-0.008614537039263626,0.303846313139838,sub-001,R04,0
1.5660485793661764e-11,3.0072995262056202e-12,1.2730109057851607e-10,1.2057638830672919,0.8748391893115547,5.72530237677572e-12,2.0282124933131177e-12,6.660335154338239e-11,1.2065191652945675,1.0000500734774074,1.0678399885575546e-11,2.760719494288918e-12,9.595479050690449e-11,1.21453448180203,0.8900609311225958,0.18915325305555913,0.0427495178224223,-0.015221741811041078,0.0846703612192555,sub-001,R04,0
2.36111714333571e-11,3.2619288676202373e-12,1.669062206109999e-10,1.1997255152323756,0.8675635578467866,5.352115303848871e-12,1.9609076211726638e-12,6.583214887764811e-11,1.2196930024732058,1.1070344340669882,9.771220440303174e-12,2.8073573368216646e-12,9.360222648938838e-11,1.2255127007002804,1.0248982111526663,0.4145883568029788,0.07489703327318581,-0.1573346533058797,0.17229632133723893,sub-001,R04,0
2.8555144951119757e-12,2.233375654973333e-12,5.260009264940518e-11,1.1668678158394357,1.0252880874932844,5.169040736001407e-12,1.6607891528809965e-12,5.5377156988659406e-11,1.2549107560102288,1.0421096842297397,5.853611596972406e-12,1.7899325372452458e-12,6.522540133461544e-11,1.2383299167838655,1.1224367068197938,-0.34424775461516904,0.1102185307567897,-0.09714861932650942,0.1339401125034027,sub-001,R04,1
6.616389334170342e-12,1.959396691196295e-12,7.175568521789922e-11,1.220474524455659,1.0937325299435685,3.739883452808171e-12,1.897374377489026e-12,5.365069592375518e-11,1.20806408367515,1.0721596073980455,3.028958926674745e-12,2.259760690591397e-12,5.5165485457784615e-11,1.187851973346022,1.1913492923984055,0.37193373535910884,-0.07119051796731869,-0.09761676245483697,0.15570335726722062,sub-001,R04,1
5.236576738188786e-12,2.7522998796499274e-12,8.657044089264587e-11,1.2064946809711472,0.9823112052253614,5.6712508583209165e-12,2.2493971082245167e-12,6.729274491344573e-11,1.2100425651573115,1.0076405104623831,4.149319096636924e-12,2.209318060708684e-12,6.017638437597546e-11,1.209420852316905,1.1201504402192415,0.11583951715271212,0.10943644300471837,-0.13783923499388007,0.38750943284599226,sub-001,R04,1
1.1872912629597176e-11,2.4288644807603747e-12,1.1926400713557775e-10,1.2379493413976834,0.8456157742042189,9.591482886097862e-12,2.4609884816361113e-12,9.065472731396133e-11,1.2419896209284798,1.0089525912938089,5.176203337106398e-12,1.8361800003540825e-12,6.462849358100219e-11,1.2192719228374786,1.059198320127233,0.39278923936990373,0.13896325888995734,-0.21358254592301418,0.08294269402261475,sub-001,R04,1
4.420102871548117e-12,2.4989353050380243e-12,6.791059449183246e-11,1.1837285270688847,1.0787654452138646,6.702378591159449e-12,2.62296578509246e-12,8.009720444362389e-11,1.2379896324447992,1.21270491184279,2.38736572968893e-12,2.7127947715499174e-12,5.86850762639317e-11,1.1578447715090943,1.0310430447257888,0.2986039688071128,-0.04103425606644319,0.047722400488075856,0.05400988108877681,sub-001,R04,1
5.0059661898834666e-12,2.0113594217963098e-12,6.448552209420043e-11,1.1946538940233387,0.9602910611365925,5.9892797338752945e-12,2.0851184253138846e-12,7.237761375072111e-11,1.1995062073199718,1.0235903981046526,3.233692212001343e-12,2.0715371679033246e-12,5.767990791568461e-11,1.18587051665917,1.0587209596408078,0.2150907102504053,-0.014738983656561788,-0.09842989850421535,0.3087062106957925,sub-001,R04,1
5.9917863484192205e-12,2.2992917511844053e-12,7.057732604535138e-11,1.1996572638453495,1.0003657996288395,7.741195188095537e-12,2.3291368496471825e-12,8.408455000655454e-11,1.2445713282786952,1.012788897665671,3.4889624826639996e-12,2.0482449287525313e-12,5.473634969037567e-11,1.2022051799360383,1.1450193205913675,0.2639901035611827,0.05774461284948045,-0.14465352096252793,0.19200080562912425,sub-001,R04,1
1.33987656543845e-11,3.347516184813998e-12,1.1794541600042867e-10,1.2030176318237016,0.8980563115724949,6.894885330374753e-12,2.2042693800515636e-12,7.363895744015667e-11,1.2296450255557205,1.036070120722403,3.944270061334588e-12,1.8619710769591735e-12,5.5660081211542905e-11,1.215521772273541,1.1214895233708881,0.545146521521645,0.2851614819668806,-0.22343321179839326,0.050071158211874814,sub-001,R04,1
3.1704593499207104e-12,2.0876299989120738e-12,5.3470162055192644e-11,1.177879083946285,1.1432591049080052,6.063245655741619e-12,1.7715718543744707e-12,6.204006898862521e-11,1.2548727140223015,1.0758470778950973,6.835332622132178e-12,2.4051694991691844e-12,7.347556593372887e-11,1.2436304191521235,1.066080672398205,-0.36627518165956285,-0.07067742515389842,0.07717843250980017,0.19077750090055035,sub-001,R04,2
2.613445140687086e-12,1.8657843765741488e-12,4.638731646606814e-11,1.1670570939450653,1.0162549867118404,3.1795219838223527e-12,1.8268309282113586e-12,5.0791637760744155e-11,1.1915433828658049,1.1034060407521464,3.5840358695499798e-12,1.733234374478864e-12,4.8381335828120813e-11,1.1996842279123492,1.0278594814164075,-0.15661052083252236,0.036829483607581315,-0.011604494704567037,0.09767735559782524,sub-001,R04,2
3.4278453191027805e-12,1.6445596722038628e-12,4.4914986618423535e-11,1.1816683735067737,1.0140792276929471,2.813847473052139e-12,1.9631878570263276e-12,4.704725051521047e-11,1.1986461003650226,1.0869723078789737,2.79490291081866e-12,1.7380670927885766e-12,4.8066149791766085e-11,1.1858727503856776,1.1096451138570842,0.10171428842977813,-0.02764343425424379,-0.09556588616413708,0.30288355813377255,sub-001,R04,2
3.3980418676817827e-12,2.4057386234079542e-12,6.664207053328146e-11,1.165684499083842,0.997343176380688,4.752476045685662e-12,2.321777328307523e-12,6.192862247321591e-11,1.2244635747927832,1.080976851547821,7.71908220508259e-12,2.6934361313961604e-12,8.337644517872823e-11,1.2298944290177813,0.9332987263201743,-0.3886832879725468,-0.056420405618998665,0.06404445006051374,0.21086870701082325,sub-001,R04,2
4.474332297575968e-12,2.5984043496768692e-12,6.846173215836885e-11,1.1990466851589172,1.0063227833065034,4.398040004570771e-12,2.4932841577134407e-12,6.818706668549798e-11,1.217967529406516,1.0259669717520485,3.71710167829385e-12,1.9942903137617777e-12,5.32908958432025e-11,1.19102101254589,1.0719101300611134,0.09244176557032073,0.13153803598665073,-0.06558734675460998,0.3529528254093535,sub-001,R04,2
3.1331525586766114e-12,2.3430564607269306e-12,6.453179036455576e-11,1.230309486912916,1.0744448485612226,3.811346463974849e-12,1.9957144978214106e-12,5.602616026373511e-11,1.2228316811974065,1.0535886072941547,6.310590209687503e-12,2.5053167733476015e-12,7.763493683851197e-11,1.213198893952805,1.078910812325364,-0.3364595721153152,-0.03346695990323104,-0.004465963764141323,0.549934243500818,sub-001,R04,2
5.9100331050230545e-12,2.4414203907924625e-12,7.163629303826213e-11,1.2019350872197596,1.0639715476030973,4.2887917503606654e-12,2.2195172283392444e-12,5.818808640591447e-11,1.2034399733270529,1.0516791352458905,1.1559336955687662e-11,3.518869130115204e-12,1.1344416321374966e-10,1.2208146601821133,0.9490632765272492,-0.3233833750748751,-0.18077120843597233,0.11490827107584811,0.30147267155172186,sub-001,R04,2
6.279169617720865e-12,2.3643200869810736e-12,7.138345868106604e-11,1.2182062692829998,1.0835811587825424,3.937345269286455e-12,4.71156919990848e-12,1.1538332584540281e-10,1.099686868009397,0.9126993850408751,4.172438931502781e-12,1.935892665532665e-12,6.142499503802997e-11,1.1899593604220622,1.1101287307296688,0.20156999530704522,0.09962935466343295,-0.026547571947126425,0.18866267166572237,sub-001,R08,0
3.894699386620723e-12,1.9676332868227423e-12,5.325635586956711e-11,1.197615094830304,0.9637459096719632,4.4603558931820166e-12,1.665091556377741e-12,5.0178968704061965e-11,1.2462821531715356,1.1275217002638886,4.535301279603565e-12,1.7535338426141753e-12,5.296202268514172e-11,1.22015260114028,1.1165217702617367,-0.07599072863060184,0.05753556256984465,-0.15277586058977355,0.09602379207477307,sub-001,R08,0
2.8926803479836216e-12,1.9706995523729237e-12,4.844558981852585e-11,1.2063623653175188,1.0850640525621955,6.720755490279765e-12,1.695128870576126e-12,6.135658198702496e-11,1.238533926558393,0.9834095079152343,3.9370015129545006e-12,1.8156425343258719e-12,5.194951265048796e-11,1.2007037104107383,1.0507900226223126,-0.15290919639226525,0.04095166640958256,0.03427402993988293,0.2413867739383238,sub-001,R08,0
3.3623364886667314e-12,2.1282377357850027e-12,5.237022052704796e-11,1.1968600815850983,1.0904782725294944,4.512432863711619e-12,1.9411228349254324e-12,5.47199093297655e-11,1.2333297363516809,1.1332080437732668,3.875957487718854e-12,2.724957067703942e-12,6.111534953865853e-11,1.1596056496860618,0.9840395286419744,-0.07095884758587788,-0.1229539212994211,0.10643874388751995,0.5133842320586063,sub-001,R08,0
1.1898112980698435e-11,3.3585502177786355e-12,1.176842916407621e-10,1.1856404871084774,0.9176596574814968,5.121163839053712e-12,2.6340219471097583e-12,7.539648729756038e-11,1.1981805122198326,1.1293354613109503,6.9647681266368795e-12,2.4617338262705955e-12,8.00577449044283e-11,1.2156890059565948,1.05731254462003,0.2615371864981484,0.15408464341615116,-0.1396528871385332,0.2644218700314319,sub-001,R08,0
3.910138593657529e-12,2.4689360148795865e-12,6.199983540126271e-11,1.1682877797226523,1.019865164759991,4.97790095940985e-12,2.1334575502085528e-12,5.8063610138290854e-11,1.2087142012362666,1.1063669979555033,3.0536662579469957e-12,1.9743457194234883e-12,4.9822959081270583e-11,1.1414556286585562,1.0021187545740937,0.12298913510093469,0.1113119367691129,0.017746410185897288,0.36536228648480495,sub-001,R08,0
7.468861164857044e-12,4.08325431472261e-12,1.107083854718454e-10,1.2002283403496083,1.0439382612206836,4.128467100021901e-12,2.5211402261426034e-12,6.346922164375036e-11,1.1948536283828022,1.125943861514912,5.976214034606416e-12,2.133375428827913e-12,6.783981692707944e-11,1.2283856573512442,0.9915222996517034,0.11101813177736583,0.3136553030068438,0.05241596156898021,0.27874205017285736,sub-001,R08,0
1.2501601379204414e-11,2.8322191979026922e-12,1.0802651138083691e-10,1.2074408074366187,0.9124820095382382,6.09475775641268e-12,2.3697757354962935e-12,7.34248852746207e-11,1.2212655656872413,1.1393419001682983,7.64913591629599e-12,2.1955475740944805e-12,8.00367415978707e-11,1.1968742149500597,0.9694005571881036,0.24080833330063625,0.12663109739979198,-0.05691854764986537,0.07609168588101801,sub-001,R08,0
3.808243105976591e-12,2.0181571507076804e-12,5.726327851956977e-11,1.1617344518186452,0.9756486837534892,4.171491736866855e-12,2.4452380793075486e-12,6.192286964266943e-11,1.1811289120895587,1.0340583887117853,4.387653509055656e-12,2.2661724132530494e-12,5.784305114500955e-11,1.2001538922365327,0.9860838988975413,-0.07069518202759621,-0.05788893194203449,-0.010435215144052101,0.08149226974828946,sub-001,R08,0
6.111353636593974e-12,4.4494661824094375e-12,1.1215843775397872e-10,1.1452543329336053,0.9861542460173157,4.817019031751233e-12,2.741505562238037e-12,7.420333456158978e-11,1.1698811935380606,1.130856096735137,4.523850405997548e-12,3.314825812193679e-12,8.204007526063764e-11,1.1562694020303395,0.9962278626900406,0.14926871400293257,0.14613571604525383,-0.010073616672724883,0.48072922341188096,sub-001,R08,0
9.812858020428044e-12,2.2304225253602597e-12,9.016285931174808e-11,1.2237037459284748,1.010174988151547,3.685064105764482e-12,2.9973898077056207e-12,7.543827628025224e-11,1.1771563554250888,1.1604989917573874,5.1008223185714974e-12,2.89359410642235e-12,7.597411134141975e-11,1.2066922902550556,1.1299760400755037,0.3159539157839188,-0.12942416637538853,-0.11980105192395674,0.179614003169905,sub-001,R08,0
3.951384876943344e-12,2.5178498731822736e-12,8.000801665654691e-11,1.2039002029173014,0.9077086436186771,2.7962382563768634e-12,2.511426843045771e-12,6.019165198831001e-11,1.1623999747980278,0.998329699646827,5.193545269474687e-12,2.3169261301745976e-12,7.931140687982829e-11,1.2011681485974315,0.9120304620688096,-0.1358304954377244,0.041558025204925936,-0.004321818450132464,0.4311425038949437,sub-001,R08,0
1.185680357328958e-11,3.3914573092743198e-12,1.1295278677347311e-10,1.205891470747212,0.8829372242963224,8.115860618539384e-12,6.092690083508841e-12,1.5106592000086492e-10,1.1815466464282094,1.189177990488981,6.951652893510852e-12,2.9390830121937656e-12,8.502492901752896e-11,1.1960447967060484,1.0190987153249287,0.2607949614811299,0.07145903415960649,-0.1361614910286063,0.04106010774889787,sub-001,R08,0
6.258728055493835e-12,2.4719008128597384e-12,7.560116746854826e-11,1.2088161046041062,1.0923731003176178,4.751349004927886e-12,5.9928907499723395e-12,1.2360669932130687e-10,1.122576678048185,1.1775323117604304,5.698091688656422e-12,2.579972301574528e-12,7.343601013540191e-11,1.199415913064648,0.9660355500540377,0.04688841839500828,-0.02139236007452492,0.12633755026358007,0.40473956728358546,sub-001,R08,0
3.931548260550241e-12,2.223049291358695e-12,5.5903917369527695e-11,1.1903751884336042,0.993721052005253,3.810782353047311e-12,1.7571858336152463e-12,4.768577582207425e-11,1.1979609037712657,1.012621840812587,5.943383304692209e-12,2.284807592025921e-12,6.342980060227798e-11,1.1999211536579786,0.9102881966667676,-0.20373154293273046,-0.013700146713809733,0.08343285533848532,0.20236102765253905,sub-001,R08,0
2.783125608683658e-12,1.5593219373174606e-12,4.442835290263334e-11,1.1917982709362591,1.0817692858281216,5.1461481327941e-12,1.7817532265454288e-12,5.949420318358814e-11,1.2277786628399003,1.1190808395235046,4.1091321323162945e-12,2.1128759455155226e-12,5.562277918045928e-11,1.2138311632230578,1.1040417195773626,-0.19239073369886117,-0.15074187880393108,-0.02227243374924104,0.08337856341819999,sub-001,R08,1
4.456852642169029e-12,2.6146403690951486e-12,6.263769996170686e-11,1.1795367593327941,0.8437801081187791,3.594723159811573e-12,1.5505473904565198e-12,5.1193020854052336e-11,1.217474514056624,0.9550065220174664,5.991315120958745e-12,2.0771176317077362e-12,6.757357061135828e-11,1.2322177948902262,0.9650313432574715,-0.14686426496757915,0.11456744727571798,-0.1212512351386924,0.34978262170276286,sub-001,R08,1
4.521963880677516e-12,2.4027651829311635e-12,7.351916504508128e-11,1.1964734948703888,0.9374829542197984,4.193900160957983e-12,2.2296477773182527e-12,6.483360544286375e-11,1.1982816662315015,1.1131466737763798,3.307086757846598e-12,1.711665479147213e-12,5.694479948733632e-11,1.213478245449176,0.9366317816056448,0.15517553518595448,0.16796970481326484,0.0008511726141536835,0.13574087418141859,sub-001,R08,1
4.006809439588824e-12,3.051655699247996e-12,7.95311397615471e-11,1.1686471673950918,1.0865007155051647,3.2469001632083787e-12,8.338567506265592e-12,1.6084971730597623e-10,1.0866332845926574,1.0461448987003161,4.4970410871193844e-12,2.9063748630827886e-12,8.862686089590466e-11,1.1916105936077899,1.0009690388866461,-0.05764819665995783,0.024384036745923248,0.08553167661851857,0.2900296904531413,sub-001,R08,1
3.5179511970200296e-12,1.6935577999774323e-12,5.068215851237083e-11,1.2126497396471523,1.0633908537047467,4.570290409797784e-12,1.7770548414302131e-12,5.718043364262881e-11,1.2297075254782888,1.1266281279673895,4.259170036567792e-12,1.8040600200129082e-12,5.797715951313475e-11,1.2330178786774806,1.1763446372084618,-0.09530761026928415,-0.031593566170640415,-0.1129537835037151,0.09276813232336169,sub-001,R08,1
3.773387040220945e-12,2.670864703211442e-12,7.046841469559556e-11,1.1861678052977378,0.9913495930247873,4.808600824664638e-12,3.0815594377642544e-12,7.372634368471389e-11,1.194817636488602,1.2867230664665492,5.693871453746458e-12,2.315805367003436e-12,7.436379065478625e-11,1.205566407256782,1.0397912384112935,-0.20285538994728608,0.07120168994711662,-0.048441645386506194,0.4040025888184177,sub-001,R08,1
3.0971727464414623e-12,1.7996464207529878e-12,4.9449011236393484e-11,1.19845117629613,1.0518680527582802,3.1521662544859674e-12,2.1122014272487816e-12,5.4598006590508946e-11,1.2105288438787918,1.0493671574759382,4.5180502563072165e-12,2.2506773650461443e-12,6.052276577882358e-11,1.186943362215507,1.0242402614029988,-0.1865838346891345,-0.1113567626061203,0.027627791355281373,0.36161771376931456,sub-001,R08,1
2.5489294114995818e-12,1.8511101273605487e-12,4.8904057771900135e-11,1.1692384432878689,1.0151002737003896,4.671838835190145e-12,1.8249264282468826e-12,5.4565111993395255e-11,1.2061688357642848,1.057118672155558,4.064353296178041e-12,1.7018220010390102e-12,4.992016142055486e-11,1.212099879130328,1.054566378494332,-0.2291485109080765,0.04201828825499865,-0.039466104793942414,0.2113274681641897,sub-001,R08,1
3.4103228384516066e-12,1.7497645935427644e-12,4.803674825538951e-11,1.20163208037162,1.096138264645185,4.068033980789782e-12,2.3043026161351656e-12,6.067936706326073e-11,1.2162845921084402,1.098371411875424,5.8041412982204355e-12,2.3143344305498985e-12,7.036790667271918e-11,1.2095237743576406,0.9291646638324764,-0.25978922097507845,-0.13891635849920708,0.1669736008127085,0.3341591120327989,sub-001,R08,2
3.833072290484432e-12,2.3066066687531e-12,5.522473934211408e-11,1.1829704734638262,1.1155425730315898,3.1864878333897545e-12,3.0844320145028167e-12,6.48822398024094e-11,1.1728165304879603,1.281104946497643,3.853950718879641e-12,2.0155189526381178e-12,5.576653294052925e-11,1.1875376333113397,1.0204457018766329,-0.0027160616495847064,0.06734827758691705,0.09509687115495691,0.215392426002534,sub-001,R08,2
5.027812879889176e-12,2.2633694388272638e-12,5.8151436353024584e-11,1.1922866912193189,1.074092671493791,6.60985750137735e-12,2.886375650007774e-12,8.260648609009658e-11,1.1802046455591144,1.112321566593143,3.707407051281896e-12,2.5234410523203808e-12,6.039747534523727e-11,1.17919095240278,1.1225079939465057,0.15115885335588364,-0.05433087730840258,-0.048415322452714626,0.10426890566551865,sub-001,R08,2
3.694642363155033e-12,1.7530050272550228e-12,5.088981526579773e-11,1.1975253235819607,1.0679742632673292,3.97739409353313e-12,2.1997992818990647e-12,5.640635128182472e-11,1.2004712350343771,1.062294491218577,3.487518666155396e-12,1.705539121438573e-12,4.965485161129947e-11,1.2018462858542929,1.0054081895624485,0.028838631736933282,0.013724244588399772,0.06256607370488076,0.2542951579844003,sub-001,R08,2
2.9925525455296866e-12,1.953882964311952e-12,5.431713984198362e-11,1.1862162612364422,1.0682268598942524,3.481189866920167e-12,1.905413992684411e-12,5.4582102310324754e-11,1.2161092827940438,1.1067334111904514,2.5391728479965593e-12,2.5143971818378302e-12,5.0383129957446884e-11,1.1598682193039735,0.9561185481524275,0.08195990677044737,-0.1254429443079707,0.1121083117418249,0.20708227351550199,sub-001,R08,2
3.3807506729090357e-12,2.1338423707558052e-12,6.236734323701243e-11,1.1904430425113164,0.9952648936790498,6.311249906113864e-12,2.0829249263370815e-12,6.801920218597281e-11,1.2511993758644187,1.1457007687537548,4.552136255771169e-12,2.2210470507542526e-12,6.912143526587447e-11,1.1736852091572147,0.9629959256345941,-0.14766195376202304,-0.02002454518539972,0.03226896804445567,0.37662253853540867,sub-001,R08,2
4.455547885917079e-12,1.8672233568475196e-12,5.209358074490149e-11,1.220505833739318,1.036399104166537,5.236771792396813e-12,3.6364200822670866e-12,8.982575818747791e-11,1.160009223668045,1.2043975229562323,5.014512327853433e-12,2.2145328681539644e-12,6.125212781395866e-11,1.2084234687819155,1.0875051770727058,-0.05902438097738368,-0.08508825421251573,-0.051106072906168754,0.303602074472159,sub-001,R08,2
2.5686297501790923e-12,1.892525914263629e-12,4.7432837909292035e-11,1.1770365653607928,1.0364303849585692,3.3782154208043884e-12,1.7661469117929168e-12,5.053620504254639e-11,1.215280771719722,1.0681530811834012,2.70399284446811e-12,1.9105876089650805e-12,4.791732884743279e-11,1.1906380822545817,1.144086411141211,-0.025672820661664455,-0.00474918631566849,-0.1076560261826418,0.3030061711145572,sub-001,R12,0
6.302819644524188e-12,2.052562878050199e-12,6.50285121201925e-11,1.221076366015024,1.0388930539664873,4.141659750651616e-12,1.798555915513417e-12,5.4629926682281917e-11,1.2117809572336002,1.0815493891130503,3.351731631579446e-12,1.5741755669796529e-12,4.485090228458846e-11,1.19854240876044,1.0767916051036452,0.3056680656147218,0.13190565526613499,-0.0378985511371579,0.31813085109517886,sub-001,R12,0
5.100461851446358e-12,2.0686218940419804e-12,5.778560357017221e-11,1.2013287731086348,1.099074502681423,4.596555237490445e-12,1.923385320184672e-12,5.7294563290725875e-11,1.2076323728245308,1.0637187280932208,2.6196700191559075e-12,1.7461992542274135e-12,4.409968959612592e-11,1.173995628188196,1.0460050036445667,0.32134060322688746,0.08451841574822846,0.053069499036856316,0.3802621624238053,sub-001,R12,0
7.387412693027802e-12,2.4584615406767993e-12,9.860721539258117e-11,1.232896151114149,0.9713467377421815,3.2477443106886567e-12,1.9404218829656877e-12,5.0263372925139455e-11,1.1801136951429765,1.1365126774744112,8.299070825547069e-12,1.5574709051887167e-12,6.588519707375384e-11,1.248948858310755,1.0575177588869185,-0.0581174315734781,0.22435403175560656,-0.08617102114473696,0.30741858532989785,sub-001,R12,0
6.77285872863229e-12,1.9857129201288833e-12,6.966294511053078e-11,1.2093499194309971,1.0118706352134934,2.81861769079065e-12,2.0539704693755227e-12,5.194661956498557e-11,1.160581499569351,1.0956818836406927,4.274451804894817e-12,1.977031192064936e-12,5.695984291589786e-11,1.197661851031268,1.0986122886681098,0.22615521815514675,0.002190837414213221,-0.08674165345461637,0.05750349232597778,sub-001,R12,0
9.15656748997775e-12,2.6922884743722482e-12,8.872638457984859e-11,1.2037278367216153,0.992779578800913,5.879532047187027e-12,3.342789572111293e-12,8.266832254838152e-11,1.1814197286031252,1.014048607987662,1.1093444022248157e-11,4.142935245666749e-12,1.2005614048683763e-10,1.1972737743552646,1.0049577702550285,-0.09564816943936158,-0.21223105939336018,-0.012178191454115472,0.25961480241578105,sub-001,R12,0
1.416309900303093e-11,3.4188405484511095e-12,1.2644225191994997e-10,1.2207137025201116,0.9633606831225545,5.173320944668609e-12,2.508601161177174e-12,6.531228424031539e-11,1.1916236826570583,1.0921863572900918,7.027655130750834e-12,2.8154314671234023e-12,8.971325907320522e-11,1.2153347158986294,1.0098371513000974,0.33672439532979864,0.09678902040531202,-0.04647646817754292,0.3496868679924211,sub-001,R12,0
